"EMPLOYEE_ID","FIRST_NAME","LAST_NAME","EMAIL","PHONE_NUMBER","HIRE_DATE","JOB_ID","SALARY","COMMISSION_PCT","MANAGER_ID","DEPARTMENT_ID"
147,"Alberto","Errazuriz","AERRAZUR","011.44.1344.429278",1997/03/10 0:00:00,"SA_MAN",12000.00,0.30,100,80
148,"Gerald","Cambrault","GCAMBRAU","011.44.1344.619268",1999/10/15 0:00:00,"SA_MAN",11000.00,0.30,100,80
149,"Eleni","Zlotkey","EZLOTKEY","011.44.1344.429018",2000/01/29 0:00:00,"SA_MAN",10500.00,0.20,100,80
150,"Peter","Tucker","PTUCKER","011.44.1344.129268",1997/01/30 0:00:00,"SA_REP",10000.00,0.30,145,80
151,"David","Bernstein","DBERNSTE","011.44.1344.345268",1997/03/24 0:00:00,"SA_REP",9500.00,0.25,145,80
152,"Peter","Hall","PHALL","011.44.1344.478968",1997/08/20 0:00:00,"SA_REP",9000.00,0.25,145,80
153,"Christopher","Olsen","COLSEN","011.44.1344.498718",1998/03/30 0:00:00,"SA_REP",8000.00,0.20,145,80
154,"Nanette","Cambrault","NCAMBRAU","011.44.1344.987668",1998/12/09 0:00:00,"SA_REP",7500.00,0.20,145,80
155,"Oliver","Tuvault","OTUVAULT","011.44.1344.486508",1999/11/23 0:00:00,"SA_REP",7000.00,0.15,145,80
156,"Janette","King","JKING","011.44.1345.429268",1996/01/30 0:00:00,"SA_REP",10000.00,0.35,146,80
157,"Patrick","Sully","PSULLY","011.44.1345.929268",1996/03/04 0:00:00,"SA_REP",9500.00,0.35,146,80
158,"Allan","McEwen","AMCEWEN","011.44.1345.829268",1996/08/01 0:00:00,"SA_REP",9000.00,0.35,146,80
159,"Lindsey","Smith","LSMITH","011.44.1345.729268",1997/03/10 0:00:00,"SA_REP",8000.00,0.30,146,80
160,"Louise","Doran","LDORAN","011.44.1345.629268",1997/12/15 0:00:00,"SA_REP",7500.00,0.30,146,80
161,"Sarath","Sewall","SSEWALL","011.44.1345.529268",1998/11/03 0:00:00,"SA_REP",7000.00,0.25,146,80
162,"Clara","Vishney","CVISHNEY","011.44.1346.129268",1997/11/11 0:00:00,"SA_REP",10500.00,0.25,147,80
163,"Danielle","Greene","DGREENE","011.44.1346.229268",1999/03/19 0:00:00,"SA_REP",9500.00,0.15,147,80
164,"Mattea","Marvins","MMARVINS","011.44.1346.329268",2000/01/24 0:00:00,"SA_REP",7200.00,0.10,147,80
165,"David","Lee","DLEE","011.44.1346.529268",2000/02/23 0:00:00,"SA_REP",6800.00,0.10,147,80
166,"Sundar","Ande","SANDE","011.44.1346.629268",2000/03/24 0:00:00,"SA_REP",6400.00,0.10,147,80
167,"Amit","Banda","ABANDA","011.44.1346.729268",2000/04/21 0:00:00,"SA_REP",6200.00,0.10,147,80
168,"Lisa","Ozer","LOZER","011.44.1343.929268",1997/03/11 0:00:00,"SA_REP",11500.00,0.25,148,80
169,"Harrison","Bloom","HBLOOM","011.44.1343.829268",1998/03/23 0:00:00,"SA_REP",10000.00,0.20,148,80
170,"Tayler","Fox","TFOX","011.44.1343.729268",1998/01/24 0:00:00,"SA_REP",9600.00,0.20,148,80
171,"William","Smith","WSMITH","011.44.1343.629268",1999/02/23 0:00:00,"SA_REP",7400.00,0.15,148,80
172,"Elizabeth","Bates","EBATES","011.44.1343.529268",1999/03/24 0:00:00,"SA_REP",7300.00,0.15,148,80
173,"Sundita","Kumar","SKUMAR","011.44.1343.329268",2000/04/21 0:00:00,"SA_REP",6100.00,0.10,148,80
174,"Ellen","Abel","EABEL","011.44.1644.429267",1996/05/11 0:00:00,"SA_REP",11000.00,0.30,149,80
175,"Alyssa","Hutton","AHUTTON","011.44.1644.429266",1997/03/19 0:00:00,"SA_REP",8800.00,0.25,149,80
176,"Jonathon","Taylor","JTAYLOR","011.44.1644.429265",1998/03/24 0:00:00,"SA_REP",8600.00,0.20,149,80
177,"Jack","Livingston","JLIVINGS","011.44.1644.429264",1998/04/23 0:00:00,"SA_REP",8400.00,0.20,149,80
178,"Kimberely","Grant","KGRANT","011.44.1644.429263",1999/05/24 0:00:00,"SA_REP",7000.00,0.15,149,
179,"Charles","Johnson","CJOHNSON","011.44.1644.429262",2000/01/04 0:00:00,"SA_REP",6200.00,0.10,149,80
180,"Winston","Taylor","WTAYLOR","650.507.9876",1998/01/24 0:00:00,"SH_CLERK",3200.00,,120,50
181,"Jean","Fleaur","JFLEAUR","650.507.9877",1998/02/23 0:00:00,"SH_CLERK",3100.00,,120,50
182,"Martha","Sullivan","MSULLIVA","650.507.9878",1999/06/21 0:00:00,"SH_CLERK",2500.00,,120,50
183,"Girard","Geoni","GGEONI","650.507.9879",2000/02/03 0:00:00,"SH_CLERK",2800.00,,120,50
184,"Nandita","Sarchand","NSARCHAN","650.509.1876",1996/01/27 0:00:00,"SH_CLERK",4200.00,,121,50
185,"Alexis","Bull","ABULL","650.509.2876",1997/02/20 0:00:00,"SH_CLERK",4100.00,,121,50
186,"Julia","Dellinger","JDELLING","650.509.3876",1998/06/24 0:00:00,"SH_CLERK",3400.00,,121,50
187,"Anthony","Cabrio","ACABRIO","650.509.4876",1999/02/07 0:00:00,"SH_CLERK",3000.00,,121,50
188,"Kelly","Chung","KCHUNG","650.505.1876",1997/06/14 0:00:00,"SH_CLERK",3800.00,,122,50
189,"Jennifer","Dilly","JDILLY","650.505.2876",1997/08/13 0:00:00,"SH_CLERK",3600.00,,122,50
190,"Timothy","Gates","TGATES","650.505.3876",1998/07/11 0:00:00,"SH_CLERK",2900.00,,122,50
191,"Randall","Perkins","RPERKINS","650.505.4876",1999/12/19 0:00:00,"SH_CLERK",2500.00,,122,50
192,"Sarah","Bell","SBELL","650.501.1876",1996/02/04 0:00:00,"SH_CLERK",4000.00,,123,50
193,"Britney","Everett","BEVERETT","650.501.2876",1997/03/03 0:00:00,"SH_CLERK",3900.00,,123,50
194,"Samuel","McCain","SMCCAIN","650.501.3876",1998/07/01 0:00:00,"SH_CLERK",3200.00,,123,50
195,"Vance","Jones","VJONES","650.501.4876",1999/03/17 0:00:00,"SH_CLERK",2800.00,,123,50
196,"Alana","Walsh","AWALSH","650.507.9811",1998/04/24 0:00:00,"SH_CLERK",3100.00,,124,50
197,"Kevin","Feeney","KFEENEY","650.507.9822",1998/05/23 0:00:00,"SH_CLERK",3000.00,,124,50
198,"Donald","OConnell","DOCONNEL","650.507.9833",1999/06/21 0:00:00,"SH_CLERK",2600.00,,124,50
199,"Douglas","Grant","DGRANT","650.507.9844",2000/01/13 0:00:00,"SH_CLERK",2600.00,,124,50
200,"Jennifer","Whalen","JWHALEN","515.123.4444",1987/09/17 0:00:00,"AD_ASST",4400.00,,101,10
201,"Michael","Hartstein","MHARTSTE","515.123.5555",1996/02/17 0:00:00,"MK_MAN",13000.00,,100,20
202,"Pat","Fay","PFAY","603.123.6666",1997/08/17 0:00:00,"MK_REP",6000.00,,201,20
203,"Susan","Mavris","SMAVRIS","515.123.7777",1994/06/07 0:00:00,"HR_REP",6500.00,,101,40
204,"Hermann","Baer","HBAER","515.123.8888",1994/06/07 0:00:00,"PR_REP",10000.00,,101,70
205,"Shelley","Higgins","SHIGGINS","515.123.8080",1994/06/07 0:00:00,"AC_MGR",12000.00,,101,110
206,"William","Gietz","WGIETZ","515.123.8181",1994/06/07 0:00:00,"AC_ACCOUNT",8300.00,,205,110
1001,"John","Doe","john.doe@example.com","123-456-7890",2020/01/15 0:00:00,"IT_PROG",60000.00,,101,10
1002,"Jane","Smith","jane.smith@example.com","987-654-3210",2019/03/22 0:00:00,"HR_REP",55000.00,,102,20
1003,"Michael","Johnson","michael.john@example.com","555-555-5555",2018/07/09 0:00:00,"IT_PROG",75000.00,,101,10
100001,"John","Doe","john1@example.com","123-456-7890",2020/01/15 0:00:00,"IT_PROG",133101.33,,101,10
100002,"John","Doe","john2@example.com","123-456-7890",2020/01/15 0:00:00,"IT_PROG",60000.00,,101,10
100003,"John","Doe","john3@example.com","123-456-7890",2020/01/15 0:00:00,"IT_PROG",60000.00,,101,10
